Location name,Amount spent (VEF)
Amazonas,120000
Anzoátegui,2345006
Apure,712502
Aragua,2482506
Barinas,1250000
Bolívar (state),2500000
Capital District,8523400
Carabobo,3753900
Cojedes,500000
Delta Amacuro,250000
Falcón,1402504
Guárico,1232503
Lara,5764890
Miranda (state),6670017
Monagas,3659391
Mérida,1500000
Nueva Esparta,2017505
Portuguesa,1495004
Sucre,1000000
Trujillo,750000
Táchira,2250000
Unknown,≤100
Vargas,750000
Yaracuy,1000000
Zulia,8260725
