Page ID,Page name,Disclaimer,Amount spent (DKK),Number of ads in Library
101875098313543,Andel,Andel,11685,7
116269191760882,DSB,DSB,9667,4
63691965101,UNICEF Danmark,UNICEF Danmark,9429,12
65929129383,Røde Kors,Røde Kors,8689,33
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,8067,54
399210657232918,PlanBørnefonden,PlanBørnefonden,7802,26
276770505228,Folkekirkens Nødhjælp,Folkekirkens Nødhjælp,5984,20
26458152911,SOS Børnebyerne,SOS Børnebyerne,4503,28
111064405631701,nemlig.com,nemlig.com,4068,8
67571270393,Red Barnet,Red Barnet,3986,15
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,3864,45
123653695693986,Motatos Danmark,Motatos,3191,9
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,3056,43
144965885963,Oxfam IBIS - Sammen mod ulighed,Oxfam IBIS,2955,11
304554445813,Videncentret Bolius,Videncentret Bolius,2762,15
12860228293,Politiken,Politiken,2717,20
748887235210811,Obton Forvaltning A/S,Obton A/S,2486,16
72672361910,Børns Vilkår,Børns Vilkår,2467,19
159000594147871,Mary Fonden,Mary Fonden,2404,8
12787473132,Berlingske,Berlingske,2401,21
104544224264943,3F Transport,3F Transport,2135,2
142641498926,Fairtrade-mærket Danmark,Fairtrade Danmark,2061,50
55365680705,Greenpeace Danmark,Greenpeace Danmark,1626,16
342716189117135,Sparekassen Danmark,Sparekassen Danmark,1240,2
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,1167,23
95141502089,Økonomisk Ugebrev,Økonomisk Ugebrev,1097,4
867877683280051,Weekendavisen,Weekendavisen,1093,21
126543540781090,Ældre Sagen,Ældre Sagen,1014,17
111095867334448,Rent Hav,Rent Øresund,1007,1
106468772046278,Project Greensand,Project Greensand,1001,11
133707013355759,Danner,Danner,970,1
276145368333,Bedre Psykiatri - Landsforeningen for pårørende,Bedre Psykiatri - Landsforeningen for pårørende,934,12
102154048301476,Lederstof.dk,Lederne,921,21
100423681446198,Virksomhedsguiden,Erhvervsstyrelsen,862,20
304554445813,Videncentret Bolius,Bolius,752,3
202627126417910,TAXA 4x35,Sammenslutningen Taxa 4x35,662,6
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,660,6
246977185497434,Plastic Change,Plastic Change,606,25
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,598,9
287306323369,Børnecancerfonden,Børnecancerfonden,596,2
1471913586453233,Organdonation - ja tak,Organdonation - ja tak,547,2
207401585966233,Inger Støjberg,Jacob Kjerumgaard,546,1
107411260903386,Emyze. All in for less.,These ads ran without a disclaimer,528,5
110560691837684,SolCompagniet,SolCompagniet,461,1
102031171445921,Grønne Nabofællesskaber,Grønne Nabofællesskaber,448,25
314676938743,DM din akademiske fagforening,DM,399,13
169918310823,Foreningen Spiseforstyrrelser og Selvskade,Foreningen Spiseforstyrrelser og Selvskade,369,3
178362315106,European Parliament,European Parliament,360,12
166984636671085,Dansk Metal,Dansk Metal,337,1
220361474643059,Arla,Arla,335,12
459641371068935,Forenet Kredit,Forenet Kredit,316,1
105511328705392,HØRT,Børns Vilkår,310,4
47703234827,Københavns Hovedbibliotek,Københavns Hovedbibliotek,301,2
412665418794113,Claus Jensen,Dansk Metal,285,1
87468072466,Copenhagen Pride,Copenhagen Pride,281,2
1704424023182897,Politiken Historie,Politiken Historie,274,15
133716736641210,LandbrugsAvisen,LandbrugsAvisen,261,2
246097715413231,Alkohol & Samfund,Alkohol & Samfund,251,10
188067981214220,Forskningens Døgn,Uddannelses- og Forskningsministeriet,247,2
167887506877,AIDS-Fondet,AIDS-Fondet,245,12
103452615911580,Mette Høgh,HK Handel,238,1
1724068710936501,Anja C Jensen,HK Danmark,235,4
191492900934553,"Louise Schelde Frederiksen - Jurist og Lektor, cand.jur","Louise Schelde Frederiksen - Jurist og Lektor, cand.jur",232,1
36664432940,Amnesty International Danmark,Amnesty Danmark,205,14
2319925761607995,Radio4,RADIO FM4 A/S,203,4
390925417751473,Erling Bonnesen,Erling Bonnesen,187,2
182121298931589,Odense Kommune,Odense Kommune,187,1
194089010674568,Finansforbundet (DK),Finansforbundet (DK),177,2
107305428114846,Anja Rosengreen,Bigum Marianne Kristine Kjaergaard,168,1
437410226312057,Københavns Kommune,Københavns Kommune,167,2
852608988134698,Tikko,Tikko,164,2
336333896418452,Assens Kommune,Assens Kommune,158,5
700095613395112,AarhusGuiden,AarhusGuiden,156,1
188421071180777,Vejle Amts Folkeblad,Vejle Amts Folkeblad,149,2
123114457761430,Valby Lokaludvalg,Valby Lokaludvalg,148,2
341299649231023,Zetland,Zetland,132,3
1507997959501973,Landbrug & Fødevarer,Landbrug & Fødevarer,131,2
103170447987623,Rosa Lykke Yde - SF,SF Randers,129,2
494902077334290,Tuborgfondet,Tuborgfondet,123,6
221131391257614,Humanistisk Samfund,Humanistisk Samfund,114,2
159933657497144,Lars Møller Pedersen,Lars Pedersen,113,1
161708011540,Mads Duedahl,Venstre i Nordjylland,113,14
20303574131,Nationalmuseet,Nationalmuseet,111,6
1822254634537356,Nye tider,Nyetider.nu,107,2
305932686202047,Caritas Danmark,Caritas Danmark,104,1
101248435485457,Frihedsbrevet,Mediehuset Friheden,102,2
106298611945296,Højskolen Grobund,Jonas Hagen Høj,≤100,2
281457390200,Nørrebro Teater,Nørrebro Teater,≤100,6
186645960378,Danwatch,Danwatch,≤100,3
1550050698545795,Artpusher,These ads ran without a disclaimer,≤100,1
135160493347668,HK Service Hovedstaden,Irina Frost,≤100,1
367522986719919,Gastech-Energi,Gastech-Energi A/S,≤100,3
109832114803166,Videnskabsår22,Videnskabsår22 c/o Videnskabernes Selskab,≤100,2
1534982756793690,Foodvisor,These ads ran without a disclaimer,≤100,2
