Location name,Amount spent (THB)
Amnat Charoen,216
Ang Thong,148
Ayutthaya,1634
Bangkok,33177
Bueng Kan,172
Buriram,649
Chachoengsao,1575
Chai Nat,2646
Chaiyaphum,837
Chanthaburi,345
Chiang Mai,2586
Chiang Rai,754
Chon Buri,9696
Chumphon,2859
Kalasin,438
Kamphaeng Phet,672
Kanchanaburi,728
Khon Kaen,1807
Krabi,1403
Lampang,449
Lamphun,235
Loei,309
Lop Buri,342
Mae Hong Son,122
Maha Sarakham,581
Mukdahan,211
Nakhon Nayok,152
Nakhon Pathom,1895
Nakhon Phanom,315
Nakhon Ratchasima,1731
Nakhon Sawan,2234
Nakhon Si Thammarat,2397
Nan,240
Narathiwat,595
Nong Bua Lam Phu,304
Nong Khai,302
Nonthaburi,1614
Pathum Thani,1924
Pattani,518
Phangnga,355
Phatthalung,1877
Phayao,1070
Phetchabun,363
Phetchaburi,708
Phichit,635
Phitsanulok,3354
Phrae,254
Phuket,9600
Prachin Buri,323
Prachuap Khiri Khan,1026
Ranong,654
Ratchaburi,1252
Rayong,1005
Roi Et,558
Sa Kaeo,268
Sakon Nakhon,700
Samut Prakan,4351
Samut Sakhon,1210
Samut Songkhram,551
Saraburi,452
Satun,369
Sing Buri,275
Sisaket,589
Songkhla,7918
Sukhothai,464
Suphan Buri,822
Surat Thani,17805
Surin,626
Tak,272
Trang,1539
Trat,125
Ubon Ratchathani,1091
Udon Thani,851
Unknown,≤100
Uthai Thani,199
Uttaradit,245
Yala Province,432
Yasothon,392
