Page ID,Page name,Disclaimer,Amount spent (TRY),Number of ads in Library
100910024639566,Ali Babacan,Deva Partisi,15000,1
1532389387082678,Sarıçam Belediyesi,BİLAL ULUDAĞ,2743,1
427667890724620,Tarkan Akıllı,Tarkan Akıllı,2376,2
505757142770713,Rönesans Holding,Rönesans Holding Anonim Şirketi,2246,3
1915216385271936,Celalettin Kesikbaş Sayfası,Necat Coşkuntuna,2068,1
111162852275902,Uluslararası Af Örgütü Türkiye Şubesi,Uluslararası Af Örgütü Türkiye Şubesi,1470,5
577263849368473,Mehmet Murat Çalık,Mehmet Murat Çalık,1128,1
100747092360982,ferhatiscimen,Ferhat Işçimen,941,2
1677525365597858,Türkiye SMA Vakfı,Fatih Mehmet Akdan,724,1
786257948380440,Çetin Akın,Çetin Akın,619,2
1493744950841097,Kınık Belediyesi,Sadik Dogruer,590,4
115203036969497,Mehmet Yunus Seven,Mehmet Yunus Seven,554,4
1985687308391802,İlhan Ocaklı,İlhan Ocaklı,505,3
842962915908391,Seçim Oyunu,These ads ran without a disclaimer,460,15
100516989042507,Balıkesir Posta TV,Ahmet Namlı,445,3
117491812983397,Yurttan Sesler,Yurttan Sesler,377,1
1607756506152025,Ahmet AYDIN,Ahmet AYDIN,350,2
1604958276192112,Alper Taban,Alper Taban,331,3
148049779395307,Ukrainian Institute - Український інститут,These ads ran without a disclaimer,300,1
115200872713381,Muzaffer Bıyık,Darıca Belediyesi,295,1
2142508452699684,Reşat Güney,Reşat Güney,292,8
2291169097838019,Pınarhisar Belediye Başkanı İhsan Talay,Ihsan Talay,278,1
106433519384639,Haber7,Haber7,233,4
1141918389172185,ManisaTürk,Memis Berna,232,6
723113807768777,Hasan Eryılmaz,Deniz Guner,226,3
545629665828465,M. Mustafa Kocaman,Serhat Gunduzalp,224,1
189962161189070,İsmailağa Camii,İsmailağa camii,223,7
780172702124802,Ibrahim Etem Kibar,These ads ran without a disclaimer,214,1
109407151806354,İsmail İnlidere,Ismail Inlidere,212,3
172826496755733,Atsız Afşın Yılmaz,Atsız Afşın Yılmaz,208,1
308702066460478,Ibrahim BİÇER Akşemsettin mahallesi Muhtari,Ibrahim Bicer,201,1
108252655310283,Ahmet ÇELEBİ - İYİ Parti İstanbul 1.Bölge Milletvekili Aday Adayı,Ahmet ÇELEBİ - İYİ Parti İstanbul 1.Bölge Milletvekili Aday Adayı,199,1
369391953226531,Eyüp Eroğlu,Akif Yurdakul,159,2
588319621318434,Samsun Gümüşhane Dernekleri Federasyonu,Mustafa Seven,149,6
438588179836490,Antre Sahne,These ads ran without a disclaimer,145,1
1930515630390459,Rıza Akpolat,Rıza Akpolat,145,1
105376981385020,Referandom,Referandom,135,1
158077404753235,Çanakkale Zafer TV,Zafer Durmaz,134,21
105966055681586,Mehmet Dayanıklı,AEC PRO,133,1
100433396259599,Tarkan Akıllı,These ads ran without a disclaimer,133,1
510891815983498,Dr. Mahmut UÇAR,Dr. Mahmut UÇAR,131,2
498108350567415,Nilüfer Deveci,Nilufer Deveci,129,5
503207923065874,45 HABER,Deniz Guner,126,2
1389428918022204,Kanal 5 Türkiye,Kanal 5 Televizyon Radyo ve Yayıncılık A.Ş.,125,3
1057639254636318,Övünç Demir,Övünç Demir,120,1
849273831775608,Burhanettin Bulut,Burhanettin Bulut,117,1
283345415854103,Necip Topuz,Karataş Belediyesi,116,1
107487660764415,Hasan Ekici,Bekir Karakuş,107,1
102191762736431,Murat Toycan Selçuk,Digivizyon Reklamcılık,107,2
2040128776040928,Yelda Erol Gökcan,TBMM,106,2
100781979560771,Adnan MENDERES,Rahmi Mete Ay,105,1
103635305942024,Adnan KAHVECİ,Rahmi Mete Ay,103,1
