Location name,Amount spent (BRL)
Acre (state),331
Alagoas,1609
Amapá,333
Amazonas,4937
Bahia,7078
Ceará,4406
Espírito Santo,3603
Federal District,2770
Goiás,5780
Maranhão,2492
Mato Grosso,2546
Mato Grosso do Sul,2082
Minas Gerais,15695
Paraná,8127
Paraíba,2144
Pará,3935
Pernambuco,7292
Piauí,1156
Rio Grande do Norte,2086
Rio Grande do Sul,10941
Rio de Janeiro (state),13806
Rondônia,1172
Roraima,501
Santa Catarina,6345
Sergipe,1030
São Paulo (state),30751
Tocantins,730
Unknown,≤100
