Location name,Amount spent (MYR)
Johor,1124
Kedah,225
Kelantan,247
Kuala Lumpur,571
Labuan,≤100
Malacca,121
Negeri Sembilan,174
Pahang,169
Penang,205
Perak,273
Perlis,≤100
Putrajaya,≤100
Sabah,317
Sarawak,175
Selangor,948
Terengganu,147
Unknown,≤100
