Location name,Amount spent (CAD)
Alberta,11076
British Columbia,7732
Manitoba,3788
New Brunswick,769
Newfoundland and Labrador,756
Northwest Territories,139
Nova Scotia,1333
Nunavut,≤100
Ontario,19926
Prince Edward Island,250
Quebec,10002
Saskatchewan,2641
Unknown,≤100
Yukon,≤100
