Page ID,Page name,Disclaimer,Amount spent (BMD),Number of ads in Library
106000875743370,plp_constituency26,These ads ran without a disclaimer,≤100,1
111361091313,NICABM,These ads ran without a disclaimer,≤100,12
100211619492021,fanakameanssuccess,These ads ran without a disclaimer,≤100,1
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,1
709695035710889,Flanders Fields 14-18,These ads ran without a disclaimer,≤100,1
105363750882345,Young Activists Summit,These ads ran without a disclaimer,≤100,2
