Location name,Amount spent (MYR)
Johor,243
Kedah,171
Kelantan,521
Kuala Lumpur,430
Labuan,≤100
Malacca,≤100
Negeri Sembilan,121
Pahang,112
Penang,188
Perak,182
Perlis,≤100
Putrajaya,≤100
Sabah,144
Sarawak,115
Selangor,668
Terengganu,133
Unknown,≤100
