Location name,Amount spent (ISK)
Capital Region,37232
Eastern Region,2150
Northeastern Region,6308
Northwestern Region,1041
Southern Peninsula,3653
Southern Region,3981
Unknown,≤100
Western Region,1098
Westfjords,1238
