Page ID,Page name,Disclaimer,Amount spent (DKK),Number of ads in Library
1677055535924085,Røgfri Fremtid,Røgfri Fremtid,13380,4
26458152911,SOS Børnebyerne,SOS Børnebyerne,10717,26
220361474643059,Arla,Arla,7112,20
65929129383,Røde Kors,Røde Kors,6183,58
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,5831,29
399210657232918,PlanBørnefonden,PlanBørnefonden,5198,22
59143726810,Psykiatrifonden,Psykiatrifonden,4700,9
633648073469576,Folketingets EU-Oplysning,Folketingets EU-Oplysning,4351,85
122577072476986,Amalo,Amalo,3230,18
867877683280051,Weekendavisen,Weekendavisen,3102,18
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,3045,36
748887235210811,Obton Forvaltning A/S,Obton A/S,2485,20
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,2426,10
12787473132,Berlingske,Berlingske,2329,29
276770505228,Folkekirkens Nødhjælp,Folkekirkens Nødhjælp,2247,9
72672361910,Børns Vilkår,Børns Vilkår,2164,11
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,1707,36
55365680705,Greenpeace Danmark,Greenpeace Danmark,1584,42
250994288337708,Sex og Samfund,Sex og Samfund,1155,8
102154048301476,Lederstof.dk,Lederne,1030,10
437410226312057,Københavns Kommune,Københavns Kommune,863,4
287306323369,Børnecancerfonden,Børnecancerfonden,828,2
276145368333,Bedre Psykiatri - Landsforeningen for pårørende,Bedre Psykiatri - Landsforeningen for pårørende,814,22
154415494575789,IDA,IDA,734,4
1643818125897989,Fonden Novavi,Fonden Novavi,618,17
107411260903386,Emyze. All in for less.,These ads ran without a disclaimer,573,3
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,555,20
95141502089,Økonomisk Ugebrev,Økonomisk Ugebrev,513,1
2047554945456852,Climaider,Climaider,503,3
130388840342741,Danske Bank,Danske Bank,480,3
146956228206,Red Barnet Ungdom,Red Barnet Ungdom,465,14
110560691837684,SolCompagniet,SolCompagniet,450,1
109450894144575,Kontrast,Kontrast.dk Aps,449,18
427213910721659,Dansk Blindesamfund,Dansk Blindesamfund,418,5
334571029981175,DM og MA studerende,DM,406,4
200709746630443,Dyrenes Beskyttelse,Dyrenes Beskyttelse,376,1
106468772046278,Project Greensand,Project Greensand,370,4
105511328705392,HØRT,Børns Vilkår,322,4
246977185497434,Plastic Change,Plastic Change,300,16
267019152979,"DPU, Aarhus Universitet",Carsten Henriksen,298,1
314676938743,DM din akademiske fagforening,DM,294,8
1704424023182897,Politiken Historie,Politiken Historie,266,7
