Page ID,Page name,Disclaimer,Amount spent (CZK),Number of ads in Library
104768355190287,Sázíme Česko,PlanetWe Rewild s.r.o.,115287,52
60516116431,Člověk v tísni,Člověk v tísni o.p.s.,53332,44
206273352289,ADRA CZ,"ADRA, o.p.s.",42119,31
102389958091735,Generál Pavel,Petr Pavel,35792,28
728495140691300,Milion chvilek pro demokracii,"Milion Chvilek, z. s.",11002,86
102845669064210,Danuše Nerudová,Danuše Nerudová,8581,26
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,8115,21
120461304659141,O2 CZ,O2 Czech republic,5240,3
178362315106,European Parliament,European Parliament,4418,16
287724754662359,HateFree Culture,HateFree Culture,4247,3
295889117124834,Tipsport,Tipsport,3540,2
1432139953751418,Josef Středula,Josef Středula,2721,4
106008800769282,KHNP,Bistro Social s.r.o.,2472,1
370583064327,Starostové a nezávislí • STAN,Starostové a nezávislí • STAN,2469,3
157741540937883,CARE Česká republika,CARE Česká republika,2378,4
30575632699,ODS - Občanská demokratická strana,ODS - Občanská demokratická strana,2281,18
1469427909957890,Reportér magazín,Reportér magazín,2163,12
487445514669670,Petr Fiala,ODS - Občanská demokratická strana,2160,14
278212515809,Kancelář Evropského parlamentu,Kancelář Evropského parlamentu v České republice,2077,3
236211929833146,Tomáš Zima,Společnost ZFP s.r.o.,1979,33
605137899592157,STIHL,"Andreas STIHL, spol. s r. o.",1950,4
103059308644099,Replastuj.cz,Replastuj.cz,1701,1
424114981002397,Český rozhlas Plus,Český rozhlas,1663,42
197010357446014,Ondřej Prokop,Ondrej Prokop,1540,5
58887737763,Hnutí DUHA - Přátelé Země Česká republika,Hnutí DUHA - Přátelé Země Česká republika,1437,9
117823623864,Transparency International ČR,Transparency International ČR,1424,11
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,1369,10
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie - SPD,1341,9
356451014434612,Marian Jurečka,KDU-ČSL,1333,7
52479821102,Týdeník Respekt,Týdeník Respekt,1181,4
139379141293,Paměť národa,"Post Bellum, z.ú.",1052,9
107898832590939,European Commission,European Commission,1050,2
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,1005,4
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,916,4
375868542113,Piráti Jihočeský kraj,Česká pirátská strana,871,10
106834174877753,Svět hospodářství,"SH media, spol. s r.o.",849,10
206045673805,Deník.cz,VLTAVA LABE MEDIA a.s.,842,2
237807982942923,Pěvecké sdružení Campanula Jihlava,Pěvecké sdružení Campanula Jihlava,766,1
50309511751,Český rozhlas - Radiožurnál,Český rozhlas,749,9
578342809023884,Jsme fér,Prague Pride,731,2
102907672280977,Co bude dál?_________,NFSix.org,683,18
202451429883,Novinky.cz,Borgis a. s.,657,1
164815317047040,Jan Bureš,Jan Bureš,652,1
484488185462817,mujRozhlas,Český rozhlas,649,2
106901094332851,Recykluj - nespaluj,Recykluj - nespaluj hys,648,4
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,633,1
1776002445975063,V síti Ivana Langera,RiverSong s.r.o.,588,2
105410686588,Piráti Brno,Česká pirátská strana - Jihomoravský kraj,577,17
693725074166331,Naše zdravotnictví,Naše zdravotnictví,549,5
101429731974678,Piráti Jihomoravský kraj,Pirátská strana - Jihomoravský kraj,540,18
154228456802,Divadlo v Řeznické,"Divadlo v Řeznické, o. p. s.",539,4
634087193362282,Společnost pro obranu svobody projevu,Společnost pro obranu svobody projevu,523,1
100713699374019,Richard Brabec,Richard Brabec,508,2
108726857444837,České zájmy v EU,DFMG,505,8
102057048156517,Centrum pro dopravu a energetiku,"Centrum pro dopravu a energetiku, z.s.",494,1
103430204491217,Robert Šlachta,PŘÍSAHA - občanské hnutí Roberta Šlachty,438,1
849315472073267,Charita ve světě / Caritas Czech Republic in the world,Charita Česká republika,422,3
101983652354160,Jozef Síkela,Starostové a nezávislí,404,1
344542362982337,Heroine.cz,"NextPage Media, s.r.o.",390,13
111210916534,Příběhy bezpráví,"Člověk v tísni, o.p.s.",382,8
220953819920676,Ministr Zdraví,Ministr Zdraví Z.U.,363,3
137301989386,Aktuálně.cz,Aktuálně.cz,360,6
189520154425807,Ministerstvo životního prostředí,Ministerstvo životního prostředí,355,3
158655234218517,KDU - ČSL Olomoucký kraj,KDU-ČSL,349,1
101288484695293,Evropská soda,DFMG,347,6
1465459700368451,Jakub Lepš,Jakub Lepš,346,1
113437470509035,Za normální svět,Karel Halačka,307,3
461430503957309,TOP 09 - Praha 6,TOP 09,270,1
609246842426009,Rekonstrukce státu,Rekonstrukce státu,268,5
100955509189359,Redakce NF Svědomí národa,Nadační fond Svědomí národa,265,2
109787574497667,Aliance pro budoucnost,Aliance pro budoucnost,253,1
284944781875,EURACTIV.cz,EURACTIV.cz,249,10
124152241443,Čmelák - Společnost Přátel Přírody,Čmelák - Společnost přátel přírody,247,5
102090718057736,Urban Developers and Investors,"Urban Developers and Investors, s.r.o.",245,1
1483237748591093,Festival svobody,Festival svobody,236,1
374937312556,Otevřená společnost,"Otevřená společnost, o.p.s.",230,1
115057090399425,Jakub Michálek - poslanec,Česká pirátská strana,226,1
251656685576,KDU-ČSL,KDU-ČSL,225,2
605208513007852,Pavel Sehnal,Aliance pro budoucnost,215,1
124212050978293,Kverulant org,Kverulant org,205,2
110208494972750,"Eva Rajchmanová, senátorka za Hodonínsko a Kyjovsko",KDU-ČSL,205,6
129090553792481,Central Group,CENTRAL GROUP a.s.,196,1
109494305284893,Tomáš Halva - radní Prahy 2,Halva Tomas,190,2
218193448304585,Herní-kupony.cz,Herní-kupony.cz,187,1
539961099685892,Piráti Uherské Hradiště,Jakub Grós,178,3
799083753454179,Voxpot,Voxpot z. ú.,175,2
149945438407451,Svoboda zvířat,"Svoboda zvířat Plzeň, z.s.",161,1
