Location name,Amount spent (USD)
Alabama,10502
Alaska,2878
American Samoa,≤100
Arizona,27903
Arkansas,7232
California,109575
Colorado,19330
Connecticut,7277
Delaware,3024
Florida,64176
Georgia,32337
Guam,≤100
Hawaii,2956
Idaho,5373
Illinois,29618
Indiana,17151
Iowa,11500
Kansas,7969
Kentucky,13761
Louisiana,16407
Maine,12968
Maryland,20167
Massachusetts,17592
Michigan,41351
Minnesota,18210
Mississippi,7796
Missouri,17273
Montana,5372
Nebraska,5081
Nevada,12269
New Hampshire,7979
New Jersey,28582
New Mexico,6050
New York,64753
North Carolina,59359
North Dakota,1272
Northern Mariana Islands,≤100
Ohio,38726
Oklahoma,9327
Oregon,14635
Pennsylvania,48878
Puerto Rico,≤100
Rhode Island,3969
South Carolina,24179
South Dakota,1651
Tennessee,18658
Texas,80066
Unknown,136
Utah,8481
Vermont,2388
Virgin Islands (U.S.),≤100
Virginia,47749
Washington,20695
"Washington, District of Columbia",9613
West Virginia,5663
Wisconsin,24510
Wyoming,1573
