Location name,Amount spent (ARS)
Buenos Aires,348806
Catamarca,33610
Chaco,47438
Chubut,48718
Ciudad Autónoma de Buenos Aires,99744
Corrientes,16852
Córdoba,1292477
Entre Rios,24736
Formosa,11552
Jujuy,6917
La Pampa,38376
La Rioja,18061
Mendoza,25737
Misiones,12513
Neuquén,65984
Río Negro,5058
Salta,79740
San Juan,21257
San Luis,49274
Santa Cruz,2010
Santa Fe,208144
Santiago del Estero,4404
Tierra del Fuego,25180
Tucuman,21291
Unknown,≤100
