Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
122074554119,EU Social,EU Social,7580,9
102931488739,Platforma Obywatelska,Platforma Obywatelska,4750,62
102811109411234,Do:łącz,Dołącz,2888,10
178362315106,European Parliament,European Parliament,2518,15
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,2386,12
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,1536,24
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,1425,25
105745031598028,Campus Polska Przyszłości,Fundacja Campus Polska Przyszłości,1274,10
100313914886624,Uniwersytet Młodzieżowy,These ads ran without a disclaimer,921,3
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,800,9
57544755889,Amnesty International Polska,Amnesty International Polska,791,23
110491392351511,LINK4,LINK4,705,1
178415208919146,Suwerenna Polska,Solidarna Polska,680,11
228168274881,wysokieobcasy,wysokieobcasy,674,8
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,653,115
339855706171439,Dobra Fabryka,Dobra Fabryka,585,3
107898832590939,European Commission,European Commission,578,2
653937168081792,PZU,Powszechny Zakład Ubezpieczeń Spółka Akcyjna (PZU SA),555,8
104623181081757,Budżet Obywatelski Mazowsza,Urząd Marszałkowski Województwa Mazowieckiego,500,35
520444618035778,Grupa EPL w Parlamencie Europejskim,EPP Group in the European Parliament,498,5
1683534065241470,OKO.press,OKO.press,443,20
1227194230675141,Pratia,Pratia SA,417,13
312816688890250,Dariusz Matecki,Dariusz Matecki Radny Miasta Szczecin,395,4
749393698434460,Jarosław Krajewski,Jarosław Krajewski,374,8
230415296997772,bydgoszcz.pl,bydgoszcz.pl,373,2
103423656514231,Fundacja Gdańska,Fundacja Gdańska,362,10
101283291180,dziennik.pl,dziennik.pl,330,4
105636040979969,Polska 2050,Polska 2050 Szymona Hołowni,329,11
134214926657042,Radosław Sikorski,Radosław Sikorski,316,2
