Location name,Amount spent (NZD)
Auckland Region,5518
Bay of Plenty Region,951
Canterbury,1717
Cook Islands,≤100
Gisborne District,128
Hawke's Bay,518
Manawatu-Wanganui,738
Marlborough Region,114
Nelson Province,168
Niue,≤100
Northland Region,504
Otago,605
Southland,252
Taranaki,318
Tasman District,103
Unknown,≤100
Waikato,1229
Wellington Region,1379
West Coast,≤100
