Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
100350202335117,Benhur Abalos,Authority Asia Communications Inc.,98860,168
1087859964611855,Philippine Competition Commission,Philippine Competition Commission,20206,40
969917173120995,Susan Yap,Sulong Pilipinas,9130,1
550013548423077,ECPAT Philippines,ECPAT Philippines with Facebook Ad Credits,5677,1
265779500134955,SM Supermalls,SM Supermalls,4809,2
240031043234904,Bicol News,Joshua Arroyo Pinca,3242,2
952018388329788,Kathryna Yu-Pimentel,Kathryna Yu-Pimentel,2772,1
1512452085732585,Stratbase ADR Institute,Stratbase ADR Institute,2765,19
263066651005055,"Ramon Bong Revilla, Jr.","Ramon Bong Revilla, Jr.",2758,2
495629064258114,Lolita Karen Javier,Amor U. Nacional,2702,4
879044322448755,Bicol Reporter,Ivy Joy Castañeda,2317,1
2101088876594734,MBS- Senior Deputy Speaker DOY Leachon,Ronalee Escondo Leachon,2089,3
324393636342,Ernix Dionisio,Ernesto Mijares Dionisio Jr.,1491,1
100170811672425,Kyusi,WFPH,1473,16
505887912898325,Positive Energy,Energy Development Corporation,1399,2
1332938170076882,Tatak QC,Polsure,1188,4
163550757135020,News5,News5,1144,5
113238417024056,Anna Mae Yu Lamentillo,Anna Mae Yu Lamentillo,1061,5
404729389612751,"Teodorico ""Nonong"" T Haresco, Jr",BIHA-MPC : People of Aklan,1016,10
351879361521039,Cong. Nonoy Libanan,Cong. Nonoy Libanan,997,1
1462101314018879,Congressman Arnie A.Teves,Teves Cares,952,1
547821942058909,Radyo Pilipinas Today,WFPH,927,9
186667502068528,Larry De Costa,WFPH,927,9
134063767245964,Juvenile Justice and Welfare Council,Juvenile Justice and Welfare Council,907,1
121096004646927,"Pablo John ""PJ"" Garcia",Friends of PJ Garcia,901,3
156752721080952,Sonny Angara,Sonny Angara,875,4
1856762054441904,Hirit Ph,Kalvin Buenaobra Castillo,793,12
705660422953865,About Metro Pacific,WFPH,753,7
102965912000814,Congressman Hori Horibata,Congressman Hori Horibata,733,1
1759941490758280,Jerry Treñas,Ma. Ruthmar Ignacio Gabileo,717,13
104955062184489,BBM Movement,UEEI Consorcia Inc,611,1
1566478310240623,Francis Tolentino,Francis Tolentino PH,607,2
109970274861274,Councilor Kim Bandarlipe,Kim Garabiles Bandarlipe,570,2
266790296879,Bloomberg,These ads ran without a disclaimer,543,4
1922749344643532,The World Tonight,The World Tonight,536,6
420499997993849,Ferjenel Gonzales Biron,Prometheus Productions,532,1
639635916408846,University of Mindanao Research and Publication Center - UMRPC,Jomari Lloyd Dela Cruz Valdez,522,1
48688071399,Greenpeace Philippines,Greenpeace Philippines,520,1
126919387470670,Rufus B. Rodriguez,Rufus Bautista Rodriguez,505,1
104446629136564,Robert Nazal,Magsasaka Partylist,504,1
1380167115635985,LEDS Clothing,Jc Vidad Salvador,500,1
223618785182273,Pilipinas,WFPH,410,4
190392254148,Congressman Mark Go,Congressman Mark Go,398,1
730640463621024,Tanauan Leyte - A Delightful Place,Tanauan Leyte - A Delightful Place,397,3
222641688432109,Gising Manila,Kalvin Buenaobra Castillo,357,10
320130741416822,Special Olympics Pilipinas,Special Olympics Pilipinas,341,7
774149009339209,The Climate Reality Project Philippines,The Climate Reality Project Philippines,319,6
229162103880856,Wanna Fact PH,WFPH,312,3
108054937278381,Ang Mambabatas,Kalvin Buenaobra Castillo,307,6
332536503771530,Vice Governor Karen Agapay,Edgar Habana Ruado,304,1
287777062085215,Talksh8t,Kalvin Buenaobra Castillo,300,10
105619205369684,Congresswoman Ching Bernos,Gene Lloyd Villarta Torres,299,1
1344097822347905,Surigao Digital News,Surigao Digital News,299,1
105910268672335,Pinaura ka ni Sandy Javier,Amor U. Nacional,297,1
111365693647007,Kape at Balita,Polsure,297,1
1779870368752390,May JOY sa QC,Polsure,295,1
104988244674974,Mobility Awards,The Climate Reality Project Philippines,294,5
100762828016059,Pulsong Pinoy,Kalvin Buenaobra Castillo,283,9
316574925599451,Sweet Post,Aleika Gonzaga Vasquez,281,8
106352075165169,e-Boto,e-Boto,279,3
197171390303624,Arlene B. Arcillas,Sharon Bawan De Dios,273,2
101519447958487,Pilipinas News Online,Kalvin Buenaobra Castillo,266,8
103684885766163,Councilor Tess Ceralde,Ronald Velez San Miguel Jr.,258,2
1424468067858949,Vice Justin Gatuslao,Justin Dominic Silos Gatuslao,234,1
100100005165556,ALERTayo 2022,"IDEALS, Inc.",233,1
154386154617,WWF-Philippines,WWF-Philippines,232,1
312768352778486,Atty. Gigi B. Aggabao CPA,Giorgidi Buza Aggabao,229,1
109553961948069,Ang Magsasakang Pilipino,The Message Booster Enterprise,225,4
101969038847579,Councilor Egay Yap,Egay Yap Action Center,221,1
147975588597216,Stratbase,These ads ran without a disclaimer,217,1
102907729290658,Pilipinas Kong Mahal,The Message Booster Enterprise,211,4
425103024214244,Bawas Bisyo,Sin Tax Coalition,196,2
275175112891680,Bureau of Customs - Port of Davao,These ads ran without a disclaimer,187,1
105274024226142,Alam na Diz,Kalvin Buenaobra Castillo,187,4
100770729339080,Cong. Wilbert Lee,Cong. Wilbert Lee,182,3
308668033138598,"Vice Mayor Angelito ""Totie"" Lazaro Jr.",Sammy Figura Grubanzo,182,3
138279376537685,"Jocelyn ""Bebot"" Rodriguez",Jocelyn Bautista Rodriguez,181,1
