Page ID,Page name,Disclaimer,Amount spent (KES),Number of ads in Library
123182861072147,Hon Musalia W Mudavadi,Michael Lulu Mudavadi,1666,1
110408975208360,Talking about matters,Well Made Strategy LLP,1052,8
106385691318175,Simon Gikuru,Bapmax Investments Limited,514,1
1506723769658512,Susan Kihika,Susan Kihika,373,6
105833652399018,Maina Karobia,Mwangi Godfrey Maina,291,2
1400771023469241,Anne Waiguru,Gacigi Njagi Gacigi,258,1
749501791796416,Hon. Wakili Njeri Maina,Jane Njeri Maina,250,1
102324481269298,Hon. Zamzam Mohammed,Obed Nyang'ai,197,1
750948268577774,The County,Peris Wambui Mugi,197,1
110923661403774,Ma3Route,Peris Wambui Mugi,155,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,134,1
259722110859156,Slum2School Africa,These ads ran without a disclaimer,127,1
105647461757849,Azimio Inawezekana Na Raila.,Bonface Ouma,≤100,1
435272526866135,North American Kurdish Alliance - NAKA,These ads ran without a disclaimer,≤100,1
669307523469574,EveryJew,These ads ran without a disclaimer,≤100,1
101172741706127,ZPMC,These ads ran without a disclaimer,≤100,1
109662488246997,Explore Haikou,These ads ran without a disclaimer,≤100,1
112746555000094,Js_m3,These ads ran without a disclaimer,≤100,1
371227786709544,Refund Express LLC,These ads ran without a disclaimer,≤100,1
106749458352222,afrikanizm_artgallery,These ads ran without a disclaimer,≤100,1
98876727842,Cummins Inc,These ads ran without a disclaimer,≤100,2
725505594135727,Adventure Escape,These ads ran without a disclaimer,≤100,1
103789762224168,Xender emmanuel the  Internet Analyst,These ads ran without a disclaimer,≤100,1
