Location name,Amount spent (MYR)
Johor,1454
Kedah,261
Kelantan,174
Kuala Lumpur,712
Labuan,≤100
Malacca,133
Negeri Sembilan,172
Pahang,168
Penang,176
Perak,329
Perlis,≤100
Putrajaya,≤100
Sabah,223
Sarawak,189
Selangor,1145
Terengganu,139
Unknown,≤100
