Location name,Amount spent (ARS)
Buenos Aires,1596170
Catamarca,84738
Chaco,132885
Chubut,123561
Ciudad Autónoma de Buenos Aires,387182
Corrientes,38566
Córdoba,1612332
Entre Rios,171084
Formosa,40977
Jujuy,59290
La Pampa,155333
La Rioja,80789
Mendoza,156859
Misiones,147616
Neuquén,902369
Río Negro,222144
Salta,279254
San Juan,165336
San Luis,114770
Santa Cruz,19472
Santa Fe,515788
Santiago del Estero,23303
Tierra del Fuego,53634
Tucuman,117843
Unknown,≤100
