Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,816
Bicol Region,3701
Cagayan Valley,2076
Calabarzon,12615
Caraga,2062
Central Luzon,8319
Central Visayas,5838
Cordillera Administrative Region,1174
Davao Region,3576
Eastern Visayas,3314
Ilocos Region,3722
Metro Manila,18816
Mimaropa,2184
Northern Mindanao,4919
Soccsksargen,2837
Unknown,≤100
Western Visayas,7907
Zamboanga Peninsula,2707
