Location name,Amount spent (VEF)
Amazonas,9493
Anzoátegui,318706
Apure,15000
Aragua,2832
Barinas,92128
Bolívar (state),318892
Capital District,569876
Carabobo,320608
Cojedes,108
Delta Amacuro,≤100
Falcón,20888
Guárico,1902
Lara,29654
Miranda (state),24441
Monagas,270
Mérida,107255
Nueva Esparta,162
Portuguesa,121014
Sucre,29301
Trujillo,≤100
Táchira,2886
Vargas,1200
Yaracuy,432
Zulia,2342044
