Location name,Amount spent (CAD)
Alberta,3918
British Columbia,5536
Manitoba,1392
New Brunswick,280
Newfoundland and Labrador,185
Northwest Territories,≤100
Nova Scotia,560
Nunavut,≤100
Ontario,7088
Prince Edward Island,≤100
Quebec,2870
Saskatchewan,722
Unknown,≤100
Yukon,≤100
