Page ID,Page name,Disclaimer,Amount spent (UYU),Number of ads in Library
105372794744976,Intendencia de Paysandú,Intendencia Departamental de Paysandú,1944,2
860395507438977,Compromiso con el Cambio,Compromiso con el Cambio,534,2
339506493370193,Richard Sander,Richard Sander,509,3
225968600759645,Andrés Lima,Andrés Lima,409,5
111113632884184,Bailoqueros,These ads ran without a disclaimer,374,1
682047678477157,Intendencia de Maldonado,Intendencia de Maldonado,329,1
102337244995366,Prudencia Uruguay,Prudencia Uruguay,227,1
530640683655093,President,These ads ran without a disclaimer,176,3
308762172579887,Rodrigo Goñi Reyes,Rodrigo Goñi Reyes,129,1
287677194603697,Nuevo Espacio Frente Amplio,Nuevo Espacio,108,1
107574220629167,Carolina Batista,Carolina Batista,≤100,1
108259318940861,TD_Ln2_Cuidado Cariñoso,These ads ran without a disclaimer,≤100,1
107680212029365,Todos Por Río Negro,Todos Por Río Negro,≤100,1
2189692867780422,Marcio Protti,Marcio Protti,≤100,1
207426962706226,Compromiso 711,These ads ran without a disclaimer,≤100,1
106375945766381,Los amo a todos.KK,These ads ran without a disclaimer,≤100,1
129012103887386,The Online Library of Liberty,These ads ran without a disclaimer,≤100,1
475778355919914,BB - Best Bios,These ads ran without a disclaimer,≤100,1
