Location name,Amount spent (TWD)
Changhua,7031
Chiayi,1551
Hsinchu,2814
Hsinchu City,5023
Hualien,2204
Kaohsiung,21726
Keelung City,2784
Kinmen,431
Lienchiang,≤100
Miaoli,3461
Nantou,3910
New Taipei City,38604
Penghu,555
Pingtung,4207
Taichung,28432
Tainan,14502
Taipei,29830
Taitung,1511
Taoyuan City,21008
Unknown,2843
Yilan,2326
Yunlin,4383
