Location name,Amount spent (CZK)
Central Bohemian Region,103028
Hradec Králové Region,44509
Karlovy Vary Region,26383
Liberec Region,38239
Moravian-Silesian Region,106761
Olomouc Region,53574
Pardubice Region,42344
Plzeň Region,51961
Prague,142271
South Bohemian Region,50777
South Moravian Region,105541
Unknown,≤100
Vysočina Region,39035
Zlín Region,45853
Ústí nad Labem Region,78939
