Location name,Amount spent (USD)
Bafatá Region,≤100
Bissau,≤100
Bolama Region,≤100
Cacheu Region,≤100
Gabú Region,≤100
Oio Region,≤100
Quinara Region,≤100
Tombali Region,≤100
Unknown,≤100
