Location name,Amount spent (MYR)
Johor,303
Kedah,189
Kelantan,163
Kuala Lumpur,475
Labuan,≤100
Malacca,≤100
Negeri Sembilan,130
Pahang,120
Penang,147
Perak,229
Perlis,≤100
Putrajaya,≤100
Sabah,226
Sarawak,201
Selangor,725
Terengganu,112
Unknown,≤100
