Page ID,Page name,Disclaimer,Amount spent (AED),Number of ads in Library
118465521533899,Mubadala,These ads ran without a disclaimer,1921,1
102217772802527,Bay Area Times,These ads ran without a disclaimer,221,1
102561819312452,ajman_real_estate_property,These ads ran without a disclaimer,≤100,1
108358018992245,shemeperfumes,These ads ran without a disclaimer,≤100,1
209945362405121,Gaurav Gupta,These ads ran without a disclaimer,≤100,1
115030751660679,l.i.v95,These ads ran without a disclaimer,≤100,1
102103522710373,SarDar SoHail KaBir,These ads ran without a disclaimer,≤100,1
110177867131162,Ajman Houses,These ads ran without a disclaimer,≤100,1
100196618962078,Madame Tussauds Dubai,These ads ran without a disclaimer,≤100,1
115446641498421,chipnissell,These ads ran without a disclaimer,≤100,1
102635655320437,Number Match - Logic Puzzle Game,These ads ran without a disclaimer,≤100,1
175590267993,Al Majalla,These ads ran without a disclaimer,≤100,1
1708768836008349,Businessesman Eggs. investment relations officer Tripurari chaudhary,These ads ran without a disclaimer,≤100,1
250305668489402,Professor Kenny,These ads ran without a disclaimer,≤100,1
450326391674911,Allianz,These ads ran without a disclaimer,≤100,1
104253128101679,gauravgrover_law,These ads ran without a disclaimer,≤100,1
111068872040824,Super Quiz,These ads ran without a disclaimer,≤100,2
118148441279210,Dailyhunt Mena,These ads ran without a disclaimer,≤100,1
76639050448,Vittorio Beltramelli,These ads ran without a disclaimer,≤100,1
176104589110851,IEEE,These ads ran without a disclaimer,≤100,1
102826335811233,Isadora Pedrini,These ads ran without a disclaimer,≤100,1
123465590650551,Allied Health Group USA,These ads ran without a disclaimer,≤100,1
