Page ID,Page name,Disclaimer,Amount spent (ZAR),Number of ads in Library
336794296437261,DA GPL,DA Gauteng Provincial Legislature,2224,31
105398335585126,Western Cape Education Department,Western Cape Education Department,2151,3
109374997915302,Mayor Geordin Hill-Lewis,Mayor Geordin Hill-Lewis,1507,4
6011868110,Democratic Alliance,Democratic Alliance,1426,4
740116816003959,Western Cape Government,Western Cape Government,1314,1
136956534616,Times LIVE,TimesLIVE,1034,19
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,908,7
102265308016316,Al Jama-ah,Al Jama-ah,816,2
1742410059361710,AwakeMzansi,Awake Mzansi,733,2
195909420099,Solidariteit,Solidariteit,631,6
144985128871748,City of Cape Town,City of Cape Town,513,5
325113820874966,OUTA - Organisation Undoing Tax Abuse,Organisation Undoing Tax Abuse (OUTA),501,1
1479166275635514,Western Cape Provincial Parliament,Western Cape Provincial Parliament,448,2
478479492268974,Sunday Times ZA,Sunday Times,444,4
116657351312927,Pledge To Vote SA,Pledge to Vote,397,43
217696894929887,FW de Klerk Foundation,FW de Klerk Foundation,363,6
1621692424754301,Minderoo Foundation,These ads ran without a disclaimer,317,1
229641360457150,Good Governance Africa,Good Governance Africa,298,2
119736861394881,Financial Mail,BusinessLIVE,266,28
259922021421962,VF Plus - Vrystaat,Vryheidsfront Plus / Freedom Front Plus,258,1
2145594122138312,Action Society,Action Society,253,18
106172744063430,The Daily Friend,The Daily Friend,248,19
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,245,2
1613030308842801,Democratic Alliance Western Cape,Democratic Alliance,224,3
597918073626793,Democratic Alliance Free State,Democratic Alliance Free State,195,4
158714780827513,UNFPA,These ads ran without a disclaimer,176,3
259053084574400,Wahl SA,These ads ran without a disclaimer,173,1
581475018952196,GOOD,Good Party,153,3
111455384155,Partners in Sexual Health,Hamlet Enrico Johannes,107,1
1018230624896572,Siyakwazi Youth Network,Hamlet Enrico Johannes,106,1
182843381896565,Democratic Alliance Northern Cape,Democratic Alliance,101,1
115864538089777,Dear SA - Have Your Say,Dear S Africa,≤100,2
109797290826876,Ian Cameron,Action Society,≤100,1
128050063917913,ISF (International School Sport Federation),These ads ran without a disclaimer,≤100,4
141100792595323,Community Chest Durban,Gordon Mc Donald,≤100,1
530927007388252,Vrye Weekblad,Vrye Weekblad (Nuwe Vrye Weekblad Mediagroep),≤100,1
