Location name,Amount spent (CHF)
Aargau,299
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,192
Basel-Landschaft,957
Bern,277
Canton of Geneva,713
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,178
Fribourg,≤100
Graubünden,≤100
Jura,≤100
Luzern,138
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,≤100
Thurgau,≤100
Ticino,107
Unknown,≤100
Uri,≤100
Valais,≤100
Vaud,212
Zug,≤100
Zürich,10979
