Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
314036327204,VR,VR,76855,16
737169626371453,Stundin,Stundin,23139,5
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,4349,2
154893001218870,ADHD samtökin,ADHD samtökin,2696,5
192789944066997,Samtök ferðaþjónustunnar,Samtök ferðaþjónustunnar,2696,19
106979180938014,Samstöðin,Samstöðin ehf,1504,2
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,457,3
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,246,1
108295544832396,Jóhann Páll Jóhannsson,Jóhann Páll Jóhannsson,153,1
153705438660098,Þórdís Lóa,Þórdís Þórhallsdóttir,115,1
509866436098947,Sabine Leskopf,Sabine Leskopf,≤100,1
103275172669642,X-pro,These ads ran without a disclaimer,≤100,1
61863318139,World Resources Institute,These ads ran without a disclaimer,≤100,1
102527209215235,Viviane Olívia,These ads ran without a disclaimer,≤100,1
113905569988574,alexxbabenko,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,1
