Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,2075
Bicol Region,11401
Cagayan Valley,3123
Calabarzon,23900
Caraga,1976
Central Luzon,15122
Central Visayas,8642
Cordillera Administrative Region,1823
Davao Region,6234
Eastern Visayas,3672
Ilocos Region,5273
Metro Manila,31186
Mimaropa,2585
Northern Mindanao,4606
Soccsksargen,4321
Unknown,≤100
Western Visayas,8306
Zamboanga Peninsula,3560
