Location name,Amount spent (MYR)
Johor,799
Kedah,2135
Kelantan,191
Kuala Lumpur,2267
Labuan,≤100
Malacca,376
Negeri Sembilan,999
Pahang,143
Penang,706
Perak,272
Perlis,≤100
Putrajaya,≤100
Sabah,175
Sarawak,251
Selangor,6587
Terengganu,921
Unknown,≤100
