Location name,Amount spent (BRL)
Acre (state),247
Alagoas,1216
Amapá,412
Amazonas,3546
Bahia,4631
Ceará,4233
Espírito Santo,1974
Federal District,1945
Goiás,4243
Maranhão,2580
Mato Grosso,1988
Mato Grosso do Sul,1152
Minas Gerais,10971
Paraná,3954
Paraíba,1573
Pará,3359
Pernambuco,5427
Piauí,1229
Rio Grande do Norte,1496
Rio Grande do Sul,6767
Rio de Janeiro (state),9915
Rondônia,638
Roraima,229
Santa Catarina,3649
Sergipe,1381
São Paulo (state),33646
Tocantins,513
Unknown,≤100
