Location name,Amount spent (EUR)
Attica (region),8494
Central Greece (region),573
Central Macedonia,2591
Crete,1116
Eastern Macedonia and Thrace,727
Epirus (region),330
Ionian Islands (region),371
Northern Aegean,219
Peloponnese (region),714
Southern Aegean,625
Thessaly,928
Unknown,≤100
Western Greece,938
Western Macedonia,227
