Page ID,Page name,Disclaimer,Amount spent (DKK),Number of ads in Library
116269191760882,DSB,DSB,11151,3
399210657232918,PlanBørnefonden,PlanBørnefonden,8460,45
1507997959501973,Landbrug & Fødevarer,Landbrug & Fødevarer,8131,21
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,6196,15
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,5751,3
55365680705,Greenpeace Danmark,Greenpeace Danmark,4057,32
26458152911,SOS Børnebyerne,SOS Børnebyerne,3722,27
65929129383,Røde Kors,Røde Kors,3626,31
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,3363,4
12860228293,Politiken,Politiken,3281,33
72672361910,Børns Vilkår,Børns Vilkår,3173,9
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,2948,88
153151900930,Ungdommens Røde Kors,Ungdommens Røde Kors,2905,1
748887235210811,Obton Forvaltning A/S,Obton Forvaltning A/S,2403,16
132344416862423,FOA,FOA,2276,5
12787473132,Berlingske,Berlingske,2155,30
110321008383861,Red Barnets landsindsamling,Red Barnet,1933,134
121570596369,CARE Danmark,CARE i Danmark,1764,6
99632942471,Læger uden Grænser (MSF),Læger uden Grænser (MSF),1574,3
867877683280051,Weekendavisen,Weekendavisen,1427,19
20303574131,Nationalmuseet,Nationalmuseet,1400,13
304554445813,Videncentret Bolius,Videncentret Bolius,1384,14
1653030171620285,Wefood,Folkekirkens Nødhjælp,1160,5
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,1153,13
102154048301476,Lederstof.dk,Lederne,1123,22
1033120613483808,AURA,AURA,1100,3
133707013355759,Danner,Danner,1073,1
645454495955240,Madmødet,Madmødet,982,38
183887801641951,Verdens Skove,Verdens Skove,944,2
126543540781090,Ældre Sagen,Ældre Sagen,910,10
250994288337708,Sex og Samfund,Sex og Samfund,895,21
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,884,8
276770505228,Folkekirkens Nødhjælp,Folkekirkens Nødhjælp,878,1
100423681446198,Virksomhedsguiden,Erhvervsstyrelsen,849,10
261599053881378,Fagbevægelsens Hovedorganisation,Fagbevægelsens Hovedorganisation,827,6
154415494575789,IDA,IDA,807,5
111095867334448,Rent Hav,Rent Øresund,792,2
304554445813,Videncentret Bolius,Bolius,766,3
748887235210811,Obton Forvaltning A/S,Obton A/S,692,7
202627126417910,TAXA 4x35,Sammenslutningen Taxa 4x35,557,4
146458868730806,ROSE - Dansk kylling siden 1952,HKScan Denmark A/S,547,16
169918310823,Foreningen Spiseforstyrrelser og Selvskade,Foreningen Spiseforstyrrelser og Selvskade,531,2
110560691837684,SolCompagniet,SolCompagniet,526,10
246977185497434,Plastic Change,Plastic Change,525,17
287306323369,Børnecancerfonden,Børnecancerfonden,523,2
359674067377201,BUPL,BUPL,483,9
130388840342741,Danske Bank,Danske Bank,455,6
356520931077196,Europabevægelsen,Europabevægelsen,450,8
1471913586453233,Organdonation - ja tak,Organdonation - ja tak,427,3
529124290474705,Nikolaj Villumsen,Enhedslisten,422,1
207401585966233,Inger Støjberg,Inger Støjberg,398,2
182121298931589,Odense Kommune,Odense Kommune,379,2
125934997444897,SuperBrugsen,Coop,365,1
369336273158091,Land of Hope,Land of Hope,363,13
1704424023182897,Politiken Historie,Politiken Historie,356,11
105511328705392,HØRT,Børns Vilkår,341,2
337166195327,BRYD TAVSHEDEN,BRYD TAVSHEDEN,327,9
178362315106,European Parliament,European Parliament,283,11
257480614286065,Den Sorte Diamant - Det Kgl. Bibliotek,Det Kgl. Bibliotek,273,2
246097715413231,Alkohol & Samfund,Alkohol & Samfund,258,10
145392175531068,JydskeVestkysten,JydskeVestkysten,234,2
799753056713196,Lars Sandahl Sørensen,Dansk Industri - DI,226,1
106348682400630,Nova - AI Chatbot,These ads ran without a disclaimer,217,4
104414898912918,GOTO Sønderborg,GOTO Sønderborg,210,2
759082797552576,Folkekirkens Nødhjælps Genbrug,Folkekirkens Nødhjælp,200,1
314676938743,DM din akademiske fagforening,DM,181,8
111561545539837,Krigsmuseet,Krigsmuseet,175,3
186645960378,Danwatch,Danwatch,174,6
299880716702992,KIU - Patientforeningen Kræft i underlivet,KIU - Patientforeningen Kræft i underlivet,171,1
144098125661833,Nordea Invest,Nordea Invest,162,3
657491824390744,Spring Copenhagen,Spring Copenhagen,157,10
167887506877,AIDS-Fondet,AIDS-Fondet,155,1
376442055780548,"Søren Søndergaard, formand for Landbrug & Fødevarer",Landbrug & Fødevarer,155,1
144965885963,Oxfam IBIS - Sammen mod ulighed,Oxfam IBIS,151,3
437410226312057,Københavns Kommune,Københavns Kommune,149,1
67571270393,Red Barnet,Red Barnet,148,3
194452460650048,Global Aktion,Global Aktion,146,3
141343589252160,Dansk Industri - DI,Dansk Industri,140,2
217135424459,Karen Blixen Museum,Karen Blixen Museum,121,2
36664432940,Amnesty International Danmark,Amnesty International Danmark,110,2
179420709465,Venstre Mors,Venstre Mors,108,1
129940943738051,Odense ser Rødt,Odense ser Rødt,107,4
517462625009133,Folketinget,Folketinget,104,2
550512865030230,Promissio,Promissio,≤100,3
180519405977219,Frederiksværk Krisecenter,Frederiksværk Krisecenter,≤100,3
367522986719919,Gastech-Energi,Gastech-Energi A/S,≤100,3
115737371820702,DEO - Demokrati i Europa,DEO - Demokrati i Europa Oplysningsforbundet,≤100,1
253132104886911,Kvisten,Kvisten,≤100,2
1405355586351630,Carlsbergfondet,Carlsbergfondet,≤100,1
2319925761607995,Radio4,RADIO FM4 A/S,≤100,2
227357657280228,Børnehjælpsdagen,Fonden Børnehjælpsdagen af 6. maj 1904,≤100,14
327826023928663,Rune Kristensen,Rune Kristensen,≤100,1
1522666927799763,BCG in Denmark,Boston Consulting Group,≤100,8
116061635098137,Karina Lorentzen Dehnhardt,SF,≤100,2
108273171366317,Moderaterne,Moderaterne,≤100,1
334571029981175,DM og MA studerende,DM,≤100,4
111474633945760,Anders Storgaard,Anders Storgaard,≤100,2
74796954245,SF,SF,≤100,2
671022293105597,Alex Vanopslagh,Alex Vanopslagh,≤100,6
808135809280401,historiskerejser.dk,Historiske Rejser ApS,≤100,2
126648500204,Enhedslisten Svendborg,Enhedslisten Svendborg,≤100,1
294885907302040,AdResult - Vi skaber online resultater,AdResult ApS,≤100,5
482695791907139,Danske Vandværker,Danske Vandværker,≤100,1
314301147507,Astma-Allergi Danmark,Astma-Allergi Danmark,≤100,2
107321098977584,Elisa Rimpler,BUPL,≤100,1
276145368333,Bedre Psykiatri - Landsforeningen for pårørende,Bedre Psykiatri - Landsforeningen for pårørende,≤100,10
134531969945616,Folkebevægelsen mod EU,Folkebevægelsen mod EU,≤100,2
64344083041,Enhedslisten Aalborg,Enhedslisten Aalborg,≤100,1
1427831394175028,Mælken.dk,Mælken.dk,≤100,3
29097589538,Årsskriftet Critique,Årsskriftet Critique,≤100,1
341299649231023,Zetland,Zetland,≤100,5
49348971479,Pia Olsen Dyhr,SF,≤100,1
297422283612612,TotalEnergies,TotalEnergies,≤100,3
106882758434803,Sønderjysk Familielandbrug,Sønderjysk Familielandbrug,≤100,1
103170447987623,Rosa Lykke Yde - SF,SF Randers,≤100,1
