Location name,Amount spent (NOK)
Akershus,10226
Aust-Agder,2046
Buskerud,4768
Finnmark,1579
Hedmark,3744
Hordaland,9842
Møre og Romsdal,5252
Nord-Trøndelag,2711
Nordland,4429
Oppland,3425
Oslo,15052
Rogaland,8644
Sogn og Fjordane,2094
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,7630
Telemark,3516
Troms,3041
Unknown,≤100
Vest-Agder,3288
Vestfold,4354
Østfold,5809
