Location name,Amount spent (NZD)
Auckland Region,3770
Bay of Plenty Region,542
Canterbury,1211
Cook Islands,≤100
Gisborne District,≤100
Hawke's Bay,336
Manawatu-Wanganui,516
Marlborough Region,≤100
Nelson Province,137
Northland Region,351
Otago,416
Southland,215
Taranaki,231
Tasman District,≤100
Tokelau,≤100
Unknown,≤100
Waikato,799
Wellington Region,1185
West Coast,≤100
