Location name,Amount spent (PKR)
Azad Kashmir,945
Balochistan,2138
Federally Administered Tribal Areas,233
Gilgit-Baltistan,592
Islamabad Capital Territory,3545
Khyber Pakhtunkhwa,7550
Punjab,27058
Sindh,25400
Unknown,≤100
