Location name,Amount spent (ARS)
Buenos Aires,878980
Catamarca,57176
Chaco,67735
Chubut,44605
Ciudad Autónoma de Buenos Aires,219222
Corrientes,34704
Córdoba,1349152
Entre Rios,45707
Formosa,18804
Jujuy,56536
La Pampa,39795
La Rioja,14889
Mendoza,29854
Misiones,20642
Neuquén,55861
Río Negro,26286
Salta,80202
San Juan,40881
San Luis,39369
Santa Cruz,5717
Santa Fe,325570
Santiago del Estero,14929
Tierra del Fuego,45954
Tucuman,57665
Unknown,≤100
